Order_Date,Time,Aging,Customer_Id,Device_Type,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method,Order_ID,Product_ID
2024-11-14,13:22:37,6.1,150966,Web,62.0,2.0,0.5,31.0,3.1,Medium,credit_card,51282,16
2024-11-09,08:22:53,5.1,134351,Web,78.0,1.0,0.3,78.0,7.8,Critical,credit_card,51283,37
2024-07-02,16:49:12,9.8,167801,Web,62.0,5.0,0.5,12.4,1.2,Medium,e_wallet,51284,16
2024-09-09,04:06:48,8.4,116582,Web,70.0,1.0,0.2,70.0,7.0,Medium,credit_card,51285,40
2024-05-27,08:42:26,4.7,137993,Web,213.0,2.0,0.4,124.5,12.4,Critical,credit_card,51286,15
2024-11-15,07:14:02,8.3,127494,Web,85.0,5.0,0.4,17.0,1.7,Medium,credit_card,51287,12
2024-06-20,21:55:41,4.3,143073,Web,85.0,1.0,0.5,2.5,0.2,Critical,debit_card,51288,12
2024-04-26,06:19:17,4.6,143800,Web,62.0,1.0,0.4,62.0,6.2,High,e_wallet,51289,16
2024-08-28,03:05:39,3.5,110084,Web,62.0,1.0,0.5,62.0,6.2,Critical,e_wallet,51290,16
2024-07-21,19:07:39,2.6,155666,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51291,16
2024-02-08,23:45:31,9.8,166989,Web,250.0,2.0,0.1,165.0,16.5,High,money_order,51292,27
2024-01-09,09:15:33,7.2,123521,Web,54.0,3.0,0.1,18.0,1.8,Low,credit_card,51293,6
2024-03-06,16:52:51,2.4,103465,Web,62.0,1.0,0.5,62.0,6.2,Critical,debit_card,51294,16
2024-03-12,09:32:53,1.6,169268,Web,119.0,1.0,0.4,34.2,3.4,Critical,credit_card,51295,38
2024-11-21,05:39:00,8.7,156456,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51296,16
2024-02-26,15:45:34,5.6,136824,Web,218.0,2.0,0.3,124.9,12.5,Medium,e_wallet,51297,10
2024-03-14,17:33:04,6.6,151442,Web,159.0,2.0,0.5,69.5,6.9,Medium,credit_card,51298,18
2024-06-27,04:39:53,4.6,157958,Web,118.0,4.0,0.1,23.8,2.4,Critical,credit_card,51299,3
2024-03-08,21:53:29,8.1,113152,Web,248.0,3.0,0.5,145.7,14.6,Medium,credit_card,51300,19
2024-01-05,14:18:52,8.8,166879,Web,62.0,5.0,0.5,12.4,1.2,High,credit_card,51301,16
2024-12-27,15:12:46,1.8,166107,Web,62.0,1.0,0.4,62.0,6.2,High,debit_card,51302,16
2024-06-12,13:56:24,4.0,112483,Web,228.0,3.0,0.5,113.8,11.4,Critical,debit_card,51303,35
2024-11-01,02:37:04,9.0,106170,Web,85.0,5.0,0.5,17.0,1.7,Medium,debit_card,51304,12
2024-09-25,17:24:12,3.5,139736,Web,78.0,1.0,0.3,78.0,7.8,High,credit_card,51305,37
2024-02-19,02:42:11,7.1,120781,Web,34.0,2.0,0.4,8.5,0.9,Critical,credit_card,51306,34
2024-07-09,08:21:43,8.8,100060,Web,62.0,2.0,0.5,31.0,3.1,Medium,credit_card,51307,16
2024-06-07,07:42:34,8.2,112696,Web,159.0,1.0,0.3,74.2,7.4,Low,credit_card,51308,18
2024-06-07,15:57:56,3.2,147587,Web,62.0,1.0,0.4,62.0,6.2,High,e_wallet,51309,16
2024-12-12,22:46:42,4.6,144752,Web,62.0,2.0,0.4,31.0,3.1,High,credit_card,51310,16
2024-09-03,09:15:38,1.9,158456,Web,62.0,1.0,0.5,62.0,6.2,Critical,credit_card,51311,16
2024-05-16,17:59:18,1.3,106962,Web,62.0,1.0,0.4,62.0,6.2,Medium,e_wallet,51312,16
2024-02-28,15:44:18,7.0,113975,Web,62.0,1.0,0.4,62.0,6.2,High,credit_card,51313,16
2024-08-27,20:09:10,5.2,151034,Web,62.0,2.0,0.4,31.0,3.1,Critical,money_order,51314,16
2024-08-17,23:08:45,2.9,139493,Web,109.0,5.0,0.5,23.6,2.4,High,debit_card,51315,11
2024-10-10,15:54:42,4.0,165436,Web,62.0,1.0,0.5,62.0,6.2,High,credit_card,51316,16
2024-06-27,08:35:55,1.1,147771,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51317,16
2024-05-25,00:01:11,6.4,128480,Web,62.0,1.0,0.4,62.0,6.2,High,credit_card,51318,16
2024-08-08,18:03:08,4.6,119300,Web,70.0,1.0,0.2,70.0,7.0,High,credit_card,51319,40
2024-09-04,07:02:28,8.3,136818,Web,211.0,5.0,0.2,109.9,11.0,Critical,credit_card,51320,33
2024-12-28,16:37:14,5.9,122154,Web,114.0,1.0,0.1,31.7,3.2,High,debit_card,51321,7
2024-10-21,07:06:52,7.6,119209,Web,62.0,1.0,0.4,62.0,6.2,High,e_wallet,51322,16
2024-04-27,14:54:57,6.3,102059,Web,62.0,5.0,0.5,12.4,1.2,Critical,debit_card,51323,16
2024-04-06,09:34:43,8.8,124533,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51324,16
2024-12-04,05:24:26,8.5,168049,Web,62.0,5.0,0.5,12.4,1.2,High,money_order,51325,16
2024-04-12,17:31:23,5.6,148388,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51326,16
2024-05-03,22:41:09,5.5,124733,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51327,16
2024-12-03,02:13:48,2.8,139737,Web,62.0,5.0,0.5,12.4,1.2,Critical,credit_card,51328,16
2024-07-18,08:07:23,2.7,152570,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51329,16
2024-11-03,15:08:02,2.2,154469,Web,122.0,1.0,0.4,37.1,3.7,Medium,e_wallet,51330,13
2024-01-13,11:59:22,6.4,144936,Web,62.0,5.0,0.5,12.4,1.2,High,credit_card,51331,16
2024-06-28,21:11:26,7.9,158417,Web,62.0,1.0,0.4,62.0,6.2,High,credit_card,51332,16
2024-02-19,15:15:33,6.2,105566,Web,62.0,1.0,0.5,62.0,6.2,Critical,money_order,51333,16
2024-10-18,17:52:54,9.7,110261,Web,78.0,1.0,0.3,78.0,7.8,Critical,e_wallet,51334,37
2024-10-20,09:18:33,5.5,154603,Web,62.0,1.0,0.4,62.0,6.2,Critical,credit_card,51335,16
2024-04-05,23:46:32,7.3,146208,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51336,16
2024-06-16,21:59:22,8.2,137550,Web,62.0,5.0,0.4,12.4,1.2,High,credit_card,51337,16
2024-02-06,11:27:48,8.8,166534,Web,62.0,1.0,0.5,62.0,6.2,Critical,e_wallet,51338,16
2024-02-28,17:40:31,9.0,128647,Mobile,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51339,16
2024-01-19,08:00:03,7.6,126378,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51340,16
2024-12-23,01:25:59,1.1,156005,Web,85.0,5.0,0.4,17.0,1.7,High,debit_card,51341,12
2024-02-16,18:47:22,7.4,150417,Web,62.0,1.0,0.4,62.0,6.2,High,credit_card,51342,16
2024-10-27,00:00:40,7.5,124447,Web,62.0,1.0,0.5,62.0,6.2,Medium,e_wallet,51343,16
