Order_Date,Time,Aging,Customer_Id,Device_Type,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method,Order_ID,Product_ID
2021-03-15,04:56:38,4.4,131902,Web,62.0,5.0,0.5,12.4,1.2,Low,debit_card,51282,16
2021-11-02,00:02:47,3.1,101438,Web,70.0,1.0,0.2,70.0,7.0,Critical,credit_card,51283,40
2021-04-20,19:46:22,4.1,132285,Mobile,62.0,1.0,0.4,62.0,6.2,Critical,credit_card,51284,16
2021-03-12,04:45:08,1.4,148953,Web,62.0,1.0,0.4,62.0,6.2,Critical,credit_card,51285,16
2021-01-15,08:31:21,5.2,130755,Web,78.0,1.0,0.3,78.0,7.8,Medium,debit_card,51286,37
2021-09-25,03:40:40,1.5,135176,Web,62.0,5.0,0.5,12.4,1.2,High,credit_card,51287,16
2021-05-21,06:21:16,8.9,128002,Web,62.0,5.0,0.5,12.4,1.2,Low,e_wallet,51288,16
2021-03-10,06:15:12,4.0,118682,Mobile,62.0,1.0,0.4,62.0,6.2,Critical,credit_card,51289,16
2021-04-05,23:27:26,6.6,136361,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51290,16
2021-03-28,10:07:23,7.5,110326,Web,70.0,1.0,0.2,70.0,7.0,Medium,e_wallet,51291,40
2021-10-28,05:18:52,5.4,100524,Web,62.0,2.0,0.4,31.0,3.1,Medium,credit_card,51292,16
2021-07-17,09:54:06,1.5,148460,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51293,16
2021-01-11,11:14:03,7.5,130087,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51294,16
2021-01-06,00:20:17,3.6,121099,Web,62.0,5.0,0.5,12.4,1.2,High,credit_card,51295,16
2021-05-04,19:12:28,3.2,109574,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51296,16
2021-06-28,15:16:31,3.0,129278,Web,62.0,1.0,0.4,62.0,6.2,Medium,e_wallet,51297,16
2021-03-16,20:50:04,3.3,124914,Web,62.0,1.0,0.4,62.0,6.2,High,credit_card,51298,16
2021-04-28,22:19:25,8.2,111936,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51299,16
2021-02-07,22:21:41,1.7,118050,Web,78.0,1.0,0.3,78.0,7.8,Critical,credit_card,51300,37
2021-02-21,10:59:07,8.6,144602,Web,124.0,2.0,0.4,24.2,2.4,Medium,credit_card,51301,39
2021-12-28,16:58:08,5.8,123931,Web,62.0,5.0,0.4,12.4,1.2,High,credit_card,51302,16
2021-10-10,13:48:47,1.6,110657,Web,62.0,5.0,0.5,12.4,1.2,Medium,debit_card,51303,16
2021-04-11,10:23:23,9.2,149715,Web,216.0,2.0,0.3,110.1,11.0,Critical,debit_card,51304,32
2021-02-11,22:03:35,6.8,119688,Web,62.0,1.0,0.4,62.0,6.2,Medium,debit_card,51305,16
2021-11-19,13:09:48,3.3,148995,Web,78.0,1.0,0.3,78.0,7.8,Medium,e_wallet,51306,37
2021-05-05,19:50:23,7.6,111361,Web,117.0,3.0,0.1,26.5,2.6,Critical,e_wallet,51307,2
2021-07-09,02:17:21,2.2,144583,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51308,16
2021-10-20,06:29:28,6.3,121154,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51309,16
2021-12-21,01:25:11,3.6,104024,Web,109.0,1.0,0.5,25.7,2.6,Medium,credit_card,51310,11
2021-04-14,12:35:08,8.7,131258,Web,62.0,2.0,0.4,31.0,3.1,Critical,credit_card,51311,16
2021-10-27,01:01:23,2.7,135667,Web,85.0,5.0,0.5,17.0,1.7,Medium,e_wallet,51312,12
2021-02-21,12:46:31,7.9,144093,Web,62.0,5.0,0.5,12.4,1.2,Medium,debit_card,51313,16
2021-01-13,16:32:13,9.8,109515,Web,62.0,5.0,0.4,12.4,1.2,High,credit_card,51314,16
2021-05-27,00:05:42,3.5,118106,Web,118.0,1.0,0.3,27.4,2.7,Medium,credit_card,51315,3
2021-11-08,23:09:20,5.7,125558,Web,85.0,5.0,0.4,17.0,1.7,Critical,e_wallet,51316,12
2021-06-14,14:19:38,5.5,140958,Web,78.0,1.0,0.3,78.0,7.8,High,credit_card,51317,37
2021-10-26,09:24:00,5.6,109245,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51318,16
2021-03-06,05:20:25,8.0,137332,Web,62.0,5.0,0.4,12.4,1.2,High,e_wallet,51319,16
2021-02-26,23:42:47,6.8,119110,Web,62.0,2.0,0.5,31.0,3.1,Medium,e_wallet,51320,16
2021-05-15,03:47:48,8.3,103113,Web,62.0,5.0,0.5,12.4,1.2,Medium,e_wallet,51321,16
2021-12-20,07:45:35,2.1,112103,Web,85.0,5.0,0.5,17.0,1.7,Medium,credit_card,51322,12
2021-10-11,20:02:30,2.8,116463,Web,62.0,5.0,0.5,12.4,1.2,Critical,credit_card,51323,16
2021-12-28,12:17:53,3.9,107195,Web,62.0,1.0,0.4,62.0,6.2,Critical,credit_card,51324,16
2021-09-20,01:17:06,1.6,117345,Web,62.0,5.0,0.5,12.4,1.2,Medium,debit_card,51325,16
2021-09-23,02:29:52,3.6,139656,Web,222.0,3.0,0.2,128.7,12.9,Medium,e_wallet,51326,23
2021-03-17,05:44:25,2.8,149859,Mobile,70.0,1.0,0.2,70.0,7.0,High,credit_card,51327,40
2021-06-07,03:49:13,6.6,141386,Web,78.0,1.0,0.3,78.0,7.8,Medium,e_wallet,51328,37
2021-08-02,04:01:27,7.8,106089,Web,62.0,2.0,0.4,31.0,3.1,Medium,credit_card,51329,16
2021-08-04,11:18:37,8.3,122514,Web,62.0,5.0,0.5,12.4,1.2,Critical,credit_card,51330,16
